mission_week,mission_year,week_of_year,calendar_start,appendix,program,key_science_row,target,hours,weekly_wall_fraction,allocation_type,visibility_fraction
229,5,21,2034-05-21,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
229,5,21,2034-05-21,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
229,5,21,2034-05-21,A,Ultra-deep imaging fields,Deep / imaging calibration,Ultra-deep north,20.0,0.11904761904761904,continuous LP,1.0
229,5,21,2034-05-21,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
229,5,21,2034-05-21,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
229,5,21,2034-05-21,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
229,5,21,2034-05-21,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
229,5,21,2034-05-21,A,Pathfinders and contingency,Quasar / ancillary,Flexible target list,14.0,0.08333333333333333,continuous LP,1.0
229,5,21,2034-05-21,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
229,5,21,2034-05-21,A,SN Ia time-domain field,SN Ia time domain,SN north,14.0,0.08333333333333333,continuous LP,1.0
230,5,22,2034-05-28,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
230,5,22,2034-05-28,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
230,5,22,2034-05-28,A,Ultra-deep imaging fields,Deep / imaging calibration,Ultra-deep north,20.0,0.11904761904761904,continuous LP,1.0
230,5,22,2034-05-28,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
230,5,22,2034-05-28,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
230,5,22,2034-05-28,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
230,5,22,2034-05-28,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
230,5,22,2034-05-28,A,Pathfinders and contingency,Quasar / ancillary,Flexible target list,14.0,0.08333333333333333,continuous LP,1.0
230,5,22,2034-05-28,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
230,5,22,2034-05-28,A,SN Ia time-domain field,SN Ia time domain,SN north,14.0,0.08333333333333333,continuous LP,1.0
231,5,23,2034-06-04,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
231,5,23,2034-06-04,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
231,5,23,2034-06-04,A,Ultra-deep imaging fields,Deep / imaging calibration,Ultra-deep north,20.0,0.11904761904761904,continuous LP,1.0
231,5,23,2034-06-04,B,Giant orbit determination,Exoplanet giants / disks,HD 192310 c,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
231,5,23,2034-06-04,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
231,5,23,2034-06-04,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
231,5,23,2034-06-04,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
231,5,23,2034-06-04,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
231,5,23,2034-06-04,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
231,5,23,2034-06-04,A,Pathfinders and contingency,Quasar / ancillary,Flexible target list,14.0,0.08333333333333333,continuous LP,1.0
231,5,23,2034-06-04,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
231,5,23,2034-06-04,A,SN Ia time-domain field,SN Ia time domain,SN north,14.0,0.08333333333333333,continuous LP,1.0
232,5,24,2034-06-11,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
232,5,24,2034-06-11,B,Mature-giant search program,Exoplanet giants / disks,HD 85512,13.986013986013987,0.08325008325008325,target-visit MILP,0.42857142857142855
232,5,24,2034-06-11,B,Mature-giant search program,Exoplanet giants / disks,alf Men,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
232,5,24,2034-06-11,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
232,5,24,2034-06-11,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
232,5,24,2034-06-11,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
232,5,24,2034-06-11,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
232,5,24,2034-06-11,A,Quasar and reionization targets,Quasar / ancillary,Flexible target list,18.0,0.10714285714285714,continuous LP,1.0
232,5,24,2034-06-11,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
232,5,24,2034-06-11,A,SN Ia time-domain field,SN Ia time domain,SN north,14.0,0.08333333333333333,continuous LP,1.0
233,5,25,2034-06-18,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
233,5,25,2034-06-18,B,Giant orbit determination,Exoplanet giants / disks,HD 147513 b,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
233,5,25,2034-06-18,B,Mature-giant search program,Exoplanet giants / disks,41 Ara,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
233,5,25,2034-06-18,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
233,5,25,2034-06-18,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
233,5,25,2034-06-18,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
233,5,25,2034-06-18,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
233,5,25,2034-06-18,A,Quasar and reionization targets,Quasar / ancillary,Flexible target list,18.0,0.10714285714285714,continuous LP,1.0
233,5,25,2034-06-18,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
233,5,25,2034-06-18,A,SN Ia time-domain field,SN Ia time domain,SN north,14.0,0.08333333333333333,continuous LP,1.0
234,5,26,2034-06-25,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
234,5,26,2034-06-25,B,Mature-giant search program,Exoplanet giants / disks,HD 196877,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
234,5,26,2034-06-25,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
234,5,26,2034-06-25,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
234,5,26,2034-06-25,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
234,5,26,2034-06-25,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
234,5,26,2034-06-25,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
234,5,26,2034-06-25,OPS,Quarterly calibration block,Observatory maintenance / overhead,Instruments and reference fields,24.0,0.14285714285714285,maintenance,1.0
234,5,26,2034-06-25,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
234,5,26,2034-06-25,A,Quasar and reionization targets,Quasar / ancillary,Flexible target list,18.0,0.10714285714285714,continuous LP,1.0
234,5,26,2034-06-25,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
234,5,26,2034-06-25,A,SN Ia time-domain field,SN Ia time domain,SN north,14.0,0.08333333333333333,continuous LP,1.0
235,5,27,2034-07-02,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
235,5,27,2034-07-02,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
235,5,27,2034-07-02,B,Giant orbit determination,Exoplanet giants / disks,HD 192310 c,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
235,5,27,2034-07-02,B,Giant orbit determination,Exoplanet giants / disks,HD 192310 c,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
235,5,27,2034-07-02,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
235,5,27,2034-07-02,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
235,5,27,2034-07-02,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
235,5,27,2034-07-02,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
235,5,27,2034-07-02,A,Pathfinders and contingency,Quasar / ancillary,Flexible target list,14.0,0.08333333333333333,continuous LP,1.0
235,5,27,2034-07-02,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
235,5,27,2034-07-02,A,SN Ia time-domain field,SN Ia time domain,SN north,14.0,0.08333333333333333,continuous LP,1.0
236,5,28,2034-07-09,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
236,5,28,2034-07-09,B,Mature-giant search program,Exoplanet giants / disks,HD 144628,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
236,5,28,2034-07-09,B,Mature-giant search program,Exoplanet giants / disks,HD 157881,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
236,5,28,2034-07-09,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
236,5,28,2034-07-09,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
236,5,28,2034-07-09,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
236,5,28,2034-07-09,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
236,5,28,2034-07-09,A,Pathfinders and contingency,Quasar / ancillary,Flexible target list,14.0,0.08333333333333333,continuous LP,1.0
236,5,28,2034-07-09,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,0.42857142857142855
237,5,29,2034-07-16,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
237,5,29,2034-07-16,B,Giant orbit determination,Exoplanet giants / disks,HD 147513 b,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
237,5,29,2034-07-16,B,Giant orbit determination,Exoplanet giants / disks,HD 219134 h,14.814814814814815,0.08818342151675485,target-visit MILP,0.8571428571428571
237,5,29,2034-07-16,B,Mature-giant search program,Exoplanet giants / disks,HD 221503,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
237,5,29,2034-07-16,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
237,5,29,2034-07-16,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
237,5,29,2034-07-16,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
237,5,29,2034-07-16,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
237,5,29,2034-07-16,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
237,5,29,2034-07-16,A,Pathfinders and contingency,Quasar / ancillary,Flexible target list,14.0,0.08333333333333333,continuous LP,1.0
237,5,29,2034-07-16,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,0.42857142857142855
238,5,30,2034-07-23,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
238,5,30,2034-07-23,B,Giant orbit determination,Exoplanet giants / disks,HD 219134 h,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
238,5,30,2034-07-23,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
238,5,30,2034-07-23,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
238,5,30,2034-07-23,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
238,5,30,2034-07-23,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
238,5,30,2034-07-23,A,Pathfinders and contingency,Quasar / ancillary,Flexible target list,14.0,0.08333333333333333,continuous LP,1.0
238,5,30,2034-07-23,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
238,5,30,2034-07-23,A,SN Ia time-domain field,SN Ia time domain,SN south,14.0,0.08333333333333333,continuous LP,1.0
239,5,31,2034-07-30,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
239,5,31,2034-07-30,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
239,5,31,2034-07-30,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
239,5,31,2034-07-30,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
239,5,31,2034-07-30,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
239,5,31,2034-07-30,A,Pathfinders and contingency,Quasar / ancillary,Flexible target list,14.0,0.08333333333333333,continuous LP,1.0
239,5,31,2034-07-30,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
239,5,31,2034-07-30,A,SN Ia time-domain field,SN Ia time domain,SN south,14.0,0.08333333333333333,continuous LP,1.0
240,5,32,2034-08-06,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
240,5,32,2034-08-06,B,Mature-giant search program,Exoplanet giants / disks,HD 38B,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
240,5,32,2034-08-06,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
240,5,32,2034-08-06,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
240,5,32,2034-08-06,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
240,5,32,2034-08-06,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
240,5,32,2034-08-06,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
240,5,32,2034-08-06,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
240,5,32,2034-08-06,A,Pathfinders and contingency,Quasar / ancillary,Flexible target list,14.0,0.08333333333333333,continuous LP,1.0
240,5,32,2034-08-06,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
240,5,32,2034-08-06,A,SN Ia time-domain field,SN Ia time domain,SN south,14.0,0.08333333333333333,continuous LP,1.0
241,5,33,2034-08-13,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
